Crop Type,Temperature (°C),Humidity (%),Rainfall (mm),Soil pH,Soil Moisture (%),N (%),P (%),K (%),Yield (q/ha)
Wheat,25.343274735305634,46.13884448313542,101.04606158138171,6.865705140487698,51.668810370453855,0.19704476937653537,0.17226432919370246,0.2873946081628382,43.611163235582026
Rice,24.965611906830777,83.82220379376469,155.32915783477188,6.847920756620802,43.839553687339276,0.2098948397609925,0.18449499646024614,0.21512887528401387,44.98224557000541
Maize,23.896180862192033,72.14627818071267,95.6156927296004,6.831897032563495,24.050396584606357,0.09349281024152217,0.1893713733532237,0.19711805282486472,21.477645521891365
Maize,22.97635174509311,75.19730675692547,138.04286207192695,5.024269551377425,53.8855795877514,0.15967877605572023,0.16821567869980938,0.14736583151434027,37.26815787783158
Wheat,20.999848871618635,85.5312001770152,197.62967916280707,6.6490000658315545,41.243413795409715,0.23908822025416188,0.14788141472103986,0.22781730226282604,44.57572444513152
Maize,20.53485296747369,71.23806355216256,179.29254258692885,6.669088058244211,53.66893446978705,0.12412325523605625,0.040914973017726286,0.1540838434046986,21.174324777453496
Maize,29.585414968831984,56.79329285749175,117.12847516302054,6.492433410281312,43.208860751401176,0.12478724306019928,0.11453212051569994,0.3234274114275082,43.2012937557212
Rice,28.471431440955897,81.25536657113298,217.41188264180053,6.663782247361196,42.387537793517595,0.08221993347158545,0.13138596777957776,0.13810520952796204,42.73421918334033
Wheat,23.549051904627206,58.15296060975453,143.95365990252708,6.85233481729276,24.210367407880497,0.1762460238538061,0.08864484359167994,0.3187758906230534,35.71801067542405
Rice,29.568008851264565,41.71140554102646,139.577401480531,6.034701919023929,26.694389325545117,0.2742015637481528,0.09089671150455553,0.23103946494638639,60.17169438396114
Rice,26.76769904424303,81.53272532826249,18.205063825397964,6.104510469674584,58.88101025986364,0.09141820758920799,0.19378550651362644,0.30369179615171504,45.09617783213429
Rice,24.825209496426424,57.25960724406378,246.80631528571877,5.2743709252050595,29.13946987019083,0.12204611608912058,0.18267373843243936,0.2724684188824578,41.66247665326733
Rice,24.930256577718048,78.69172616006702,39.51299404711041,5.847826942704196,59.09808471961472,0.1482185984354061,0.17586864088027268,0.2681076800879221,49.93439467492449
Rice,20.832844111952596,58.13789473329727,65.47141898263519,6.415403395805925,41.27650826097053,0.2409794420441268,0.1049618882729777,0.16757336807766504,62.97914724565537
Rice,20.91704147258481,83.05340099873608,22.40724093796647,6.716879507524004,25.431561882557485,0.220939830416569,0.04219176806542633,0.14315217149749493,52.41036036955781
Rice,26.02440925901119,50.975526254047935,163.6007120408593,5.4778600149206635,23.972088110147716,0.1715076590080081,0.05283555943291425,0.1369392814738128,59.589187657238185
Wheat,25.537030523458007,88.7273632599435,63.9282824734432,5.303210378150318,28.3545628282296,0.24699516663684262,0.08995141891481659,0.31144174740608893,41.59238194456273
Maize,22.12727895024229,78.98793873940154,53.20250499345364,6.458692409901083,57.02549320101343,0.21411882256451842,0.04251886607930832,0.30151524146993536,20.55546205063951
Rice,29.461945428816904,45.711896296019844,31.253340213577935,5.004135743754803,36.56600897312907,0.2771289759245882,0.0427439651064317,0.19895485256332296,69.65619961137119
Rice,27.812960504712024,68.28883099832802,34.79414970976376,5.392419685476126,35.81737071971658,0.2599658848105124,0.18665652826278578,0.11574924564404274,41.24284266458163
Rice,21.13464602017448,89.26836561208674,150.3209681062213,5.063957036756698,32.528250442806964,0.13561899333962413,0.15298536033904866,0.18320810803391374,69.03408212945455
Rice,29.309291056872926,63.55327263469072,175.16988780798292,5.367147259280716,25.882474022663537,0.13971648707952405,0.08943295841090443,0.24722273261696603,56.49592535093194
Rice,29.7424820853441,49.105356941079165,105.37095723145625,5.398902415836112,39.51404788769626,0.10757842467432484,0.06122313241615251,0.20268885170958725,68.894770811952
Rice,29.95931242030329,64.2389183575173,125.17529958209758,5.852881908450867,25.20191130044555,0.15413223965784043,0.12186171486321234,0.2906511024904086,43.44260798241506
Maize,20.5587115467735,65.62288279409609,174.63225663591618,5.885119674310423,53.41920945529311,0.29989966211820074,0.040855385736698314,0.34935816200787406,32.26021297963783
Maize,27.37035556791009,77.08434721143328,14.171149644515113,6.923377435342523,34.81587945101226,0.16926525709531343,0.19014619901730306,0.13160566388120215,24.237602296651467
Rice,25.45915770164989,74.94229265804522,87.55135769686686,6.122241367497415,34.99214271127185,0.1285074556316034,0.10637041910223155,0.20410572130808455,41.52924631067327
Maize,27.058314838786945,60.12750217984903,243.54345953688315,6.59149048434703,38.96025713932623,0.24774623458462164,0.10437359283797323,0.19636565351862195,35.43822787655779
Wheat,29.68651943974135,50.901155374704324,149.22693512691234,5.229102187424632,37.765108526630065,0.19934362076178433,0.10249497721308515,0.16221298384221672,34.15566841923383
Rice,26.88030010175039,72.25270838846647,71.01389917539838,5.4959652620201265,59.79431892237286,0.11291231889592956,0.051092532862042364,0.13348578951447818,57.630910548626375
Wheat,28.369638742373738,61.08519672766409,135.21521119269116,6.546475570153089,41.8152448487321,0.16375172985539047,0.14213155836669225,0.097736871452208,32.247289638979716
Wheat,28.668687053108414,46.61381055626652,92.23683714901968,5.116168713030762,23.528068151594827,0.17118333741865552,0.15728057914053653,0.31952221565039857,36.63972942865406
Rice,28.384807637639852,85.02861506181928,137.73879731831178,6.070514856936257,44.2750936630772,0.24584253412522805,0.14818006361412644,0.19335914837530574,63.44897674159742
Maize,24.26091475046941,74.56109288048272,40.17796283359572,6.318611724458455,26.0633717147952,0.08454770115621899,0.062149678932703095,0.21416178999501317,30.926288046054694
Wheat,22.225764175710307,74.15919282227406,41.85151691662657,6.324720416915459,21.237505789253678,0.1391843222956283,0.1326144268856948,0.32757435301424725,42.554908297946724
Rice,23.966516019542517,81.12919379558369,44.45016688945429,5.050452184789693,58.82968614708992,0.19387118628941485,0.13111751746756062,0.2895984289293059,59.42373822236638
Wheat,28.918969087767767,66.48308393275406,235.556750062442,5.708637609304208,50.94155566138255,0.13914628333962553,0.17894572607062115,0.11523534131163973,46.87510087974587
Wheat,21.466048216920257,80.75272142012285,185.89574040192204,6.400279432308139,59.204359696550675,0.21825549043217973,0.10066042534010353,0.2326633912540904,36.498455888132824
Wheat,25.13326168692393,64.90453767555029,48.97165471895701,5.327799419528335,39.115137920889694,0.18601084544041563,0.09943775098550947,0.19940811466028097,43.745911251650355
Wheat,22.33228072424528,43.35876999578551,55.20378010374435,6.529914426321717,41.29030124595904,0.15957625606910775,0.13896432939490969,0.29524698959626594,49.23231614092332
Maize,25.813054172267822,60.26240440138444,185.39907396901032,6.641035459390084,26.733478236765208,0.28882589791151264,0.14129162455992209,0.2755427878552263,38.2560833589467
Wheat,28.63138521989004,64.87324469899453,47.479322750121746,7.1603322189815195,29.876297066703422,0.21907508982102064,0.11508563637212646,0.2664095449159894,39.79740953435489
Wheat,28.803599686384167,76.01012908161479,66.29471040035888,5.461652388684101,53.54196859611313,0.10858710189894707,0.11088949797286737,0.17194710557957216,42.61434888983858
Wheat,22.366851936820787,45.32893650643372,241.20323987689576,6.815287468865454,34.247425884703766,0.203220173437547,0.11906362730206124,0.2973402072077987,44.79365795526216
Maize,29.076937063485463,47.00092693302245,71.27356593482364,6.144652469221039,53.07259895185676,0.2517610077041982,0.17776724792052992,0.09414564981061253,35.30689414234681
Wheat,25.918887388212845,53.18419013173082,168.79176408907523,5.821617711517182,48.36054897148127,0.23586773344841538,0.11378670420062562,0.12309872338668515,30.33351626979678
Wheat,23.502182467003134,53.32491966854411,244.8715089761273,5.269228866115392,27.08683701087462,0.11785963044495706,0.1903890867151716,0.17061828370403614,33.89546995374452
Maize,27.081811955832,76.60922892295312,99.83122411355023,6.618112334272583,40.29785464478969,0.2939323997888227,0.12064060217541217,0.10073800908870595,40.261705430386655
Maize,24.816669879641154,52.53653302807989,14.203837806894937,5.518886718116112,47.09549286074868,0.1787390020642533,0.19187211090894263,0.14344845493436673,26.816266182812118
Maize,23.779875901222546,71.65490316787238,68.59534970136983,5.817128404120701,29.401488592153004,0.11498550082285748,0.17325310429905214,0.30414076540943785,38.28905298902835
Wheat,27.050843642966598,64.71369250691357,209.4105259220093,5.13759289917421,53.227540420803074,0.11964306590819254,0.09798901161853266,0.33602791520332137,37.44240430483397
Maize,22.48724154430288,68.66471890897003,217.5061206292088,6.763007214802942,41.79310630180747,0.1016116982815977,0.17818262740745858,0.16224263605903141,33.04710820394858
Maize,23.302525290190985,81.90534815891479,194.44464748570988,6.686494752737616,26.609682017704127,0.2567739838556855,0.05761012547217843,0.15141926707698633,21.69933249548509
Wheat,24.344518444882713,60.219075077451215,37.14635657837753,6.613954826093088,43.319377046584094,0.10684670875080671,0.18800754805488235,0.15557101610653526,33.624511220994194
Maize,22.536821738731387,78.54556885321352,200.92248920713675,5.658775723082151,59.98855216623656,0.10752755657118432,0.14106296241326266,0.15498415358472784,43.929924087980865
Wheat,24.05202086781417,61.10180297753437,230.48267127844102,5.381656163385106,26.02085966653654,0.2671037552473843,0.04870251976356979,0.08970114919021271,47.80276106893828
Rice,25.714730252050106,57.69356882806247,154.14629021109667,6.402617181834506,52.67027720478112,0.15581289857846312,0.14308107578412985,0.33026741350939914,59.56825332697151
Maize,27.409738609106682,87.93135886566102,235.81008552113556,6.091566045049083,28.29236012750232,0.08678873894777595,0.195879624663161,0.13769849822398866,31.491114934643434
Rice,27.671948531085718,49.21854603394816,208.44133209085058,5.392155427190212,51.29553317840349,0.09141696589405039,0.05116810473834063,0.19340110000197933,60.27283878685671
Wheat,28.22790351876693,44.516848028880396,170.07316407781775,6.5090047963097,49.38311692485653,0.11127749827485703,0.12875003356481382,0.08261545834006129,42.372205781878776
Maize,27.44211656943298,78.54929627677393,148.52445681081954,7.180478150006868,32.01957542401729,0.1269465365546517,0.1596470959614996,0.3116478745470654,34.2138063901153
Wheat,26.81039427096909,43.41248526770458,93.65768013807292,6.643883093032483,33.03292470257799,0.22633216273244916,0.16964137387192502,0.2774124830028276,31.183541437270836
Rice,22.3750647129247,81.85394953515147,48.22898685827323,6.627970050708346,51.70085567851677,0.11461178160040221,0.10621239445132732,0.33562412949689985,58.98407831984521
Wheat,24.00222892872025,61.859669817862176,155.1889414457298,7.090688056447302,38.457820475492504,0.10615236605895584,0.07266664946691888,0.2910361793830277,45.37840089142337
Maize,24.777148908802275,85.77568386459569,86.34677286834868,5.4464600086647845,49.23272114847235,0.2482382111247814,0.04677476460358142,0.1647007582540576,44.85204136613939
Maize,20.828913216933543,76.07664305609528,217.9452802066349,6.244209922827169,25.91936589463339,0.22763216244918116,0.13275618513555595,0.1469258068566744,20.27696381485774
Rice,25.28370121297209,70.52023335039789,248.40086496607083,7.155222773074543,54.10231127606214,0.17577132872015194,0.11246577124281773,0.26838340303938907,61.9052035993203
Wheat,24.363358316065558,87.46533985288829,190.5826630277374,5.363647044134384,48.43538866729276,0.20084814972562287,0.19179910322395377,0.17831044925283485,41.43578631871961
Maize,28.021092490267343,59.832468652602714,31.71560686889218,6.540554310777946,56.277712353393355,0.14863648447181205,0.04969678523438557,0.23287805425320646,30.851304402023917
Rice,29.779006687542708,87.70434682698166,79.28454292735314,6.288782321138184,25.294895161398898,0.18615009245177933,0.14966325495136093,0.08168951717714697,43.827105237141126
Maize,25.560050386425846,46.75006387106035,36.186311623779936,6.290254002815155,43.7205800144239,0.19146798277620405,0.04399459553920915,0.09670913945372832,30.227128715871906
Maize,23.226863882775838,64.18774709662064,166.1227954700118,6.5348753805441655,43.964823401613,0.16519219965918108,0.06742946827368684,0.2245493441190458,28.859429574653383
Wheat,20.434007832981727,53.49556111960975,193.64580749338833,7.045157230326506,34.138429621871296,0.27944588634787576,0.11257263998765346,0.23283934454100458,36.056597779574844
Maize,29.24643330223596,66.99213894540966,232.16195941137082,6.7216802676729435,38.33865698277031,0.08353361029582135,0.11277959084845893,0.28289229500402274,38.27199058305519
Wheat,29.191157152786595,48.10069389457923,115.16136313887704,5.123499427515662,21.519262531594137,0.2520776778800741,0.14971208686938303,0.11563063629846967,44.01451042568527
Maize,22.52990167989241,82.07648301550216,226.33015590122662,6.876001643726565,49.83440154508048,0.10736422287309134,0.18563408557884106,0.21855943261433025,34.72550227452279
Rice,26.954111231066477,82.32039246572786,220.6938781699186,5.496190925836612,41.97289917612696,0.25546041931818386,0.14224514542638733,0.13250086399655592,68.15994439880117
Maize,20.754345470897693,87.76181563617395,86.12697202369566,5.829211162420019,22.309642074766952,0.21550062144887866,0.19256561565624142,0.10516295228192757,28.74635960452136
Wheat,21.66215431909253,47.733607044161815,218.53615012973705,6.0158121899472405,47.23023571841942,0.2655211800060085,0.18105850238047963,0.19083386439634972,34.87603875420359
Wheat,22.168091065864914,71.16662754524954,100.16134045161435,6.057993201656753,38.67128308924752,0.10145315164099744,0.13351996728492643,0.12410089498404545,43.11806626196799
Rice,22.9449394683943,63.71186543501848,81.24862589446738,5.957396878361785,21.378450377,0.20297573950195028,0.17340671214701237,0.13988113411192601,45.964421828122084
Maize,29.958313750293705,57.219186602211664,165.77791811065433,7.062177247274902,58.784309073923815,0.19023933365768336,0.14281241765178146,0.16573973656476548,27.875262679585617
Maize,26.969250558638148,57.57700805671094,88.81149469241946,6.553241816860854,57.96448572357762,0.2353625002519389,0.052569252947796345,0.15003486820066297,25.61506100187212
Rice,23.8420183137922,60.639677530337615,161.2500995989946,6.388575421104754,40.5160966458879,0.19754392141660865,0.1584903557215216,0.10364965029960553,42.07460703155504
Maize,27.371007058430195,75.24627748444766,156.35963331968668,5.109652461122471,23.74689682823641,0.19896160476928293,0.05518535060277539,0.10427738611211962,40.687468540891835
Maize,29.152543416691064,69.91430291340774,145.2253425636301,6.988609326572824,50.18484886394367,0.17451110758673422,0.135053244891154,0.1321773421132254,26.36351357304153
Wheat,29.587024074078464,62.98407563805655,101.30072901587144,7.000658422418471,39.677244004229166,0.14794357328161498,0.1524224329373166,0.09365098074907552,39.460550066860414
Maize,20.578638977577075,43.79667051848111,141.63993319635443,6.716468739546225,32.0978991315752,0.18609815947548225,0.05064441731373684,0.2491433953127703,21.0828818313578
Maize,23.9452179860813,43.888267203947855,153.1565139965012,5.0154642483899625,39.656727101142266,0.10606831892904812,0.07692714462824508,0.15757821345740353,37.483486656316074
Rice,21.067560659358843,40.116969531288916,140.96485323891363,5.126016552370771,40.89776581621858,0.2915329345762786,0.18650755716186398,0.15553141129764916,49.91683006918873
Rice,23.356600647969632,88.38496941035433,116.66066866028837,5.495492144990678,42.50846796089357,0.23717036799785163,0.13861031875726343,0.16963953944419657,62.3421018348763
Wheat,21.696799038955657,40.262690927919245,13.520093691103314,5.288968697918794,37.64894854621306,0.28954276567132625,0.07940576300968505,0.2589549940366248,38.248061209357324
Maize,26.468483616687237,45.15468730068724,150.89480984827622,5.877439265348205,44.23021212556227,0.12988002411259192,0.15050876338368105,0.3150711480005424,24.893890160140614
Maize,23.88268383989872,55.72982784047055,50.426652434252716,7.029770727793137,56.749388424255095,0.2734550244388361,0.13548422719387035,0.28495347179002234,32.8293770570509
Maize,22.293947457049498,80.37151259083805,164.2182325473255,6.038532955233396,34.49072348394365,0.2579337966039784,0.12025211198687175,0.2764328921607756,23.262613990935996
Wheat,22.65937924964239,88.10493928820588,192.24263870148783,5.0294857781507645,49.02865852879796,0.2289735307406882,0.1961899159980934,0.2107856201122293,38.8107831974599
Wheat,23.603450952052683,79.5006779395928,130.10687419137795,5.622040517073277,55.778102272969285,0.21750642093874523,0.14935260438520143,0.2673275003812011,36.34610954840973
Rice,22.599498628542626,74.52801162228204,140.1672795951372,5.098108798420515,38.23917103039747,0.1496409263589314,0.10007057754686602,0.22924583936906745,67.35878752598899
Wheat,24.53240846828831,66.06503337067846,238.35485431983787,5.0798327697497045,37.738233455276166,0.25961037269230675,0.16801174913229888,0.1383876426103628,31.2185744344144
Maize,20.323159511096506,44.33526059310918,213.32016672941782,5.606583676810215,44.084679414191186,0.19033340152554143,0.18153332686739004,0.1363188592900837,37.35043535264355
Maize,22.797635071689456,87.90853965019652,229.41676382835277,5.60634714509368,43.65627037689953,0.09559614669608278,0.06003528952269303,0.1600258418563265,24.5687791496859
Wheat,24.11206720872186,77.91962069728407,205.30390919670074,6.731678525723529,52.26357369305108,0.14882989538812857,0.07208847645524263,0.32591672116184955,36.380901486644795
Maize,26.027818820232987,71.94746926671309,36.140402043215545,7.144636236118446,39.05933535113171,0.2857653616799721,0.07459632146044476,0.22780200690252594,30.387851576551647
Maize,22.709576425151297,77.95179227694248,45.75804543284673,5.816655606557997,59.844917985577645,0.26714965733306617,0.15059388950184646,0.27815445179050474,42.70037723437436
Wheat,21.3318512522375,76.20516646365692,136.3897113445503,5.943551133494285,22.37886275469123,0.2960192535768386,0.13648632880852535,0.17357086515046782,34.8515653214765
Wheat,20.76200379599163,71.86157898947434,69.05671811151959,6.8585367598292475,20.12671394322807,0.2181585441729016,0.13903865035177412,0.1900832580796108,31.826176050893405
Maize,29.405318271353835,89.02884000899941,124.4069140098782,5.589905844210129,45.60793246238495,0.13445221609089064,0.19052372795032016,0.11390270623205787,27.96724009976309
Maize,24.166390577384792,85.16819063180125,104.64767771640405,5.344039969687586,31.937396494475067,0.11581931092891003,0.16414584524916895,0.126249638611851,22.616899263388333
Maize,25.811626211808264,72.33324595585816,141.8594172233088,6.876797171488031,29.61529554797935,0.12112117693386155,0.06046990792188531,0.30338626980305927,23.214912149013813
Rice,29.191765518355595,74.65876057284623,189.25017187259746,5.102301290168144,32.47596320017122,0.08435504483639597,0.09560113318802896,0.23790643055599814,57.2155179392508
Rice,20.827484200353062,42.5797903329355,181.71781770382586,6.363338768438714,30.241902604198174,0.16595006441690663,0.1096629833881177,0.1711337657886311,41.8270579929848
Rice,28.766614859257928,73.49587322750196,135.09619179648024,6.236384264426975,21.231601986417914,0.12211408970989934,0.10335385419961679,0.2967698264287974,40.92792644180698
Wheat,25.5158787254407,42.208271885505006,207.37442051609395,5.761024984503727,58.861321695623545,0.1705642013004745,0.14708937746590067,0.1465603745222554,44.288282029409956
Rice,21.64834261137001,69.41318784849655,113.406901969128,5.69341694641419,28.82981953811127,0.2856987750045284,0.18270289652105,0.343528828622055,50.849412845231335
Wheat,24.11255116585369,89.96767497829174,225.21142956162936,6.698086997599567,49.36119050357225,0.17471884609158178,0.08896823416364608,0.17310075409146583,32.50750698467746
Wheat,27.776022837352254,67.79032907185898,27.10726481323934,5.190134143677602,50.50385578776701,0.27315658933666365,0.1283003418273897,0.17107395762083144,35.072255417194164
Rice,24.803700818663547,63.66050590406667,239.11840720799378,5.520925480485048,57.17029592028917,0.21321104865549279,0.1663055075061737,0.16421621449491042,59.26259522057197
Rice,29.85286050665504,55.64274282527938,167.12633954352356,6.611387210043798,21.221978283735197,0.1343689420255062,0.10659488941525591,0.11297010929955774,48.26609701422554
Rice,23.767389699379407,46.02612893932322,101.21788214492926,6.206305284198134,54.88193353788031,0.15828804703702648,0.06689890054388734,0.11000702977964336,54.835633753612235
Maize,27.49578299976072,76.55118357291408,57.31699037749056,5.28157405877389,41.08904723359201,0.09846229788071448,0.11599215444219974,0.25498835932421327,23.04238266816681
Rice,23.92989448978859,49.62995138928152,125.00397506646398,6.940698351420533,45.30176439863311,0.1533617705911223,0.048835603318884556,0.31628187203067265,57.64280912816341
